nist_frequency_p,nist_frequency_stat,nist_block_freq_p,nist_block_freq_stat,nist_runs_p,nist_runs_stat,nist_longest_run_p,nist_longest_run_stat,nist_serial_p1,nist_serial_p2,nist_serial_delta1,nist_serial_delta2,nist_approx_entropy_p,nist_approx_entropy_stat,nist_approx_entropy_apen,nist_cusum_fwd_p,nist_cusum_fwd_stat,nist_cusum_bwd_p,nist_cusum_bwd_stat,shannon_entropy,min_entropy,max_probability,run_mean,run_std,run_max,num_runs,autocorr_lag_1,autocorr_lag_2,autocorr_lag_4,autocorr_lag_8,autocorr_lag_16,compression_ratio
0.00982579820609999,0.009414115042454796,0.01975874871488486,0.020438999659677392,-0.0022880320312515324,0.0022147022347780874,0.047176905641863415,0.031031213920373377,-0.00011365851551545347,0.002724606623096406,0.004727587438683258,-0.002356863481750224,0.004646945722856799,0.00571871732445743,0.006614904644920898,0.005630584573596025,0.002481871812551617,0.01770527182362457,0.010940514174180863,0.00793976536217997,0.013198074687456937,0.0216104210687854,0.004603379246693748,0.015613367677788119,0.005598482865971164,0.004169583589887224,0.008848277428728579,0.013634450891477173,-0.017270694098610876,0.0062475532077792195,0.004880355101786336,0.02787115845188964
-0.010723231857887185,-0.008947711106246743,0.004131657132087412,0.0051674736193240275,-0.0029640720940255962,0.0016766271517684572,0.030166657095985556,0.014987655153347532,-0.07957470046655203,-0.007095515042007605,-0.039743172564242285,-0.014269780559535547,0.00856352981005557,0.004130160914885436,0.0022889136371554743,-0.0035276178618769906,-0.0100178803370261,0.00492704751600968,0.009128459795958862,0.013133163465363395,0.004010022597326497,0.00777823457923887,0.0020915977725518074,0.007726417856849821,-0.0003207116576311364,0.0016488234321423078,0.0023985052999569234,0.005878082086534278,0.028418833712378272,0.013213632014555969,0.0006133669128121255,0.025062772667733952
0.005517543551967492,0.006995746148768376,0.020846467328334485,0.01828601157305684,0.001267353945418108,-0.008474631264450637,0.04084008922581916,0.02665731335855071,0.018002845380808593,0.012349398621065575,0.00855762486716685,0.005312074114480083,0.009738760725267638,0.005765692235336246,0.009843161236717605,-0.0014814142546811127,-0.0020441244536641536,0.009140086534238208,0.011293076418712644,0.010045524289262175,0.007185094248088717,0.0034960534745141557,-0.008352252790527927,0.009672004338858642,0.0016935109954624749,-0.007896566406943748,-0.004287712583948178,0.003095705594532774,0.06498680887057162,-0.010433860113956826,0.0047355402859238895,0.028210894974472468
-0.0023827266719081306,-0.00755572303102781,-0.04603570624414374,-0.042590907902759344,-0.004251562677588936,-0.005398897345711191,-0.09376659036752813,-0.061422229252518716,-0.004008166124215222,-0.00262741486994031,-0.003690275952492357,-0.0012524874083698024,-0.012171351418016911,-0.012988292501703995,-0.007385057066024956,-0.005175561769386406,-0.002243561165770984,-0.005347100634925255,-0.005927018268577058,-0.030271695923008508,-0.03695466858542375,-0.04010388436927883,-0.004375386978748992,-0.00819470114613182,-0.0009987078531707994,-0.007360008323287275,-0.0058184377599900475,0.0033282278493129524,0.024520728248245405,-0.002818518439592026,0.002293154426499342,-0.07209601230017143
-0.008790199568566096,-0.020496895823177964,0.028946201213568657,0.024559331592524814,0.005059653666580744,0.0035633698258152437,0.044026967204788436,0.021525931295194596,0.008819705396040262,-0.0030005839876616845,0.00870856750803796,0.00045654305815105543,0.009746058876394272,0.0015119556148101765,0.002238241053587444,0.004300692248796168,0.010836513780336645,-0.004121792838577676,-0.005753354629246132,0.009679535734585442,0.009050252716008345,0.01109023310240218,0.006963051800439644,0.00627045015737167,0.0015325906335351648,0.006998762188554792,0.007608287797106641,0.0024547569188234776,-0.009513325292491572,0.010233777944004032,0.007164979418621442,0.028625980538199657
0.008258256982039712,0.008283584579294257,0.014132977039353137,0.008455710701537101,0.0015916016513301656,0.005004776156870321,0.042177996085897576,0.027968920642297234,0.020569909053406263,0.01329848097132981,0.01216799202969014,0.016285858721635123,0.005797817323452819,0.004149710458268601,0.005883335568501025,0.0013540932518390037,0.0013970274564144348,0.00974293813341319,0.011238206821462881,-0.021141517853347978,-0.007318128590450215,-0.03496152947390328,0.005550989229739116,0.005791643210468465,0.0027070937129792584,0.0009298109014798683,-0.0007540425714387311,0.005092257502333268,-0.007207682636976642,-0.0009675499224340455,0.0039887632091358685,0.02796548458340112
0.0027682518222263753,0.002814592371460094,-0.041778718728683086,-0.027052077786775045,0.0018483305502877557,-0.00032936312981064476,0.03745853790572255,0.024978027769752772,0.007678081182234564,-0.006601968655617157,0.00645447450343454,-0.013304554984592869,-0.00022213488688976212,0.004418945581523986,0.002015965862124176,0.011336563820304946,0.007384120372196321,-0.010027679975828506,-0.013938898999817866,0.008495271286592469,0.0084409444931498,0.012312810037019516,0.0014316714637243422,0.000266213550203247,0.00791188498820702,0.0032392018630798703,0.005178010197996627,-0.0026776305590146877,-0.01724417884171544,0.002829310317238196,0.005881899882087965,0.024889560856099707
-0.002311055189857143,-0.006850731560502936,0.013764703941360494,0.010105988819072991,0.0001903065580245311,-0.0044534587268390165,0.03561673418730152,0.020457052163656043,0.005158698541440572,0.00550810893788821,-0.0024521726824036703,0.00362963986530076,-0.008280049416280235,0.00132881065761012,-0.0031042987185082895,-0.006097985952626459,-0.004423242027100969,0.006271971829264657,0.005105247863566547,0.009189947108002344,0.008332108127979155,0.016121418187976813,-0.0012036428454712223,0.001095708564778306,-0.00227393555213439,-0.008752189676683883,-0.006741542833101449,-0.007125415688160501,-0.02017241694266886,-0.0012112612565260861,-0.007348217111266422,0.026188224157958757
-0.00032456913514579357,-0.0036592116882388837,-0.04906932583927414,-0.04427659026645074,-0.0015395312281816587,-0.0040264267397481035,-0.09877881249392033,-0.0627546044406381,0.0013846340270521297,-0.0015525323563224448,0.00015388870431479518,-0.0012190095350740648,-0.009203366858153005,-0.009811874723668552,-0.0036155514910007013,-0.004791203757469021,-0.0018125805754038993,-0.006938633119598307,-0.007376814216797811,-0.02714450217995591,-0.03394540218666123,-0.03751242472262448,-0.005568464402668099,-0.004035521433163467,0.0027978424381058177,-0.004396523278176119,-0.00466899615701152,0.0003867005633151166,-0.004613127039712594,0.0016336650576010926,-0.002217133153520763,-0.07657453775180328
-0.027885542881581387,-0.029034975891001978,0.02900007961538904,0.0204800845462114,0.003490075219795017,0.006589664376097062,0.04160099122544807,0.032724519568955654,0.015830541506225017,-0.0028925558057608216,0.011856658467572743,0.009318859624669358,0.0029249347015479544,0.000773496100500779,0.0011469751666754746,-0.01312127318361945,-0.010352183145113259,0.006164616974067485,0.0014572836683692002,0.02597653119453753,0.012679028430970902,0.01383551672612839,0.010395597933866156,0.0035333007018425633,0.0022814047664633107,0.008402205532374864,0.0006567750852013888,0.009488244188912632,-0.011007014623196483,0.008720143232940245,-0.009405965390881193,0.025465126525959933
